title,author,publicationName,cover_date,scopus_id,cited_by_count,open_access
Revolutionizing Parkinson’s Disease Diagnosis: An Advanced Data Science and Machine Learning Architecture,Novillo Quinde E.G.,Lecture Notes in Networks and Systems,2024-01-01,SCOPUS_ID:85187804838,0,False
DATA SCIENCE AND PUBLIC POLICY: A METHODOLOGICAL PROPOSAL FOR QUALIFYING POLICIES FOR LOCAL/ REGIONAL DEVELOPMENT,da Silva Oliveira V.,Revista Brasileira de Gestao e Desenvolvimento Regional,2023-09-30,SCOPUS_ID:85179971560,0,True
"Data Science, Machine learning and big data in Digital Journalism: A survey of state-of-the-art, challenges and opportunities",Fernandes E.,Expert Systems with Applications,2023-07-01,SCOPUS_ID:85150057019,17,True
Data Science in the Medical Field,Kadry S.,Data Science in the Medical Field,2024-01-01,SCOPUS_ID:85208856826,0,False
Policy-induced air pollution health disparities: Statistical and data science considerations,Mork D.,"Science (New York, N.Y.)",2024-07-26,SCOPUS_ID:85199644599,1,True
"1st International Conference on Intelligent Systems and Data Science, ISDS 2023",,Communications in Computer and Information Science,2024-01-01,SCOPUS_ID:85176951450,0,False
Constraint-Driven Complexity-Aware Data Science Workflow for AutoBDA,Siriweera A.,IEEE Transactions on Big Data,2023-12-01,SCOPUS_ID:85151331359,2,False
Editorial: AI and data science in pulmonary and critical care physiology and medicine,Huang Y.C.,Frontiers in Physiology,2024-01-01,SCOPUS_ID:85188051684,0,True
Using Data Science for Mechanistic Insights and Selectivity Predictions in a Non-Natural Biocatalytic Reaction,Clements H.D.,Journal of the American Chemical Society,2023-08-16,SCOPUS_ID:85168221749,20,False
"Artificial intelligence, machine learning, and data science philanthropy: Case studies of a purposive classification of philanthropic missions",Herzog P.S.,The Routledge Handbook of Artificial Intelligence and Philanthropy,2024-11-07,SCOPUS_ID:85208518932,0,True
"Proceedings of the 13th International Conference on Data Science, Technology and Applications, DATA 2024",,"Proceedings of the 13th International Conference on Data Science, Technology and Applications, DATA 2024",2024-01-01,SCOPUS_ID:85203079431,0,False
Special Issue Editorial on “The Innovative Use of Data Science to Transform How We Work and Live”,Boo Y.L.,Data Science and Engineering,2024-03-01,SCOPUS_ID:85186561570,0,True
Enhancing Business Communications and Collaboration Through Data Science Applications,Geada N.,Enhancing Business Communications and Collaboration Through Data Science Applications,2023-03-21,SCOPUS_ID:85162872188,0,False
Information Theory for Data Science,Suh C.,Information Theory for Data Science,2023-04-03,SCOPUS_ID:85158068289,1,True
Introductory Programming Course for Data Science in Non-STEM Disciplines,Gutierrez-Cardenas J.,ACM Inroads,2023-11-27,SCOPUS_ID:85179439457,0,False
WIP: Enhancing Workforce Development of Data Science Skills within Domain-Specific Programs,Solnosky R.L.,"ASEE Annual Conference and Exposition, Conference Proceedings",2023-06-25,SCOPUS_ID:85172071311,0,False
Wine Quality Prediction Using Data Science Prediction Model,Gupta R.,AIP Conference Proceedings,2024-07-29,SCOPUS_ID:85200775398,0,False
"Data Science Tasks Implemented with Scripts versus GUI-Based Workflows: The Good, the Bad, and the Ugly",Taylor A.K.,"Proceedings - 2024 IEEE 40th International Conference on Data Engineering Workshops, ICDEW 2024",2024-01-01,SCOPUS_ID:85197356386,0,False
Informatics and data science approaches address significant public health problems,Bakken S.,Journal of the American Medical Informatics Association,2023-06-01,SCOPUS_ID:85159704632,1,False
Towards Extending XAI for Full Data Science Pipelines,Geisler N.,HILDA 2024 - Workshop on Human-In-the-Loop Data Analytics Co-located with SIGMOD 2024,2024-06-14,SCOPUS_ID:85198221900,0,True
Ethics reviews in the European Union. Implications for the governance of scientific research in times of data science and Artificial Intelligence,Casiraghi S.,"Law, Innovation and Technology",2024-01-01,SCOPUS_ID:85185489675,0,False
Data Science as a Research Support Service and the Role of the Libraries: UF's CNI Executive Roundtable Experience,Smith P.L.,Grey Journal,2023-03-01,SCOPUS_ID:85150785817,0,False
"Data science technology course: The design, assessment and computing environment perspectives",Ismail A.,Education and Information Technologies,2023-08-01,SCOPUS_ID:85146757690,3,True
Data science integrated with computational fluid dynamics for particle collision modeling in fluidized bed,Nimmanterdwong P.,Advanced Powder Technology,2024-04-01,SCOPUS_ID:85189682801,0,False
"Proceedings of the 14th International Conference on Cloud Computing, Data Science and Engineering, Confluence 2024",,"Proceedings of the 14th International Conference on Cloud Computing, Data Science and Engineering, Confluence 2024",2024-01-01,SCOPUS_ID:85190272923,0,False
ALGORITHMS OF STATISTICAL ANOMALIES CLEARING FOR DATA SCIENCE APPLICATIONS,Pysarchuk O.O.,System Research and Information Technologies,2023-03-30,SCOPUS_ID:85165058384,3,True
Preface: Second International Conference on Applied Data Science and Smart Systems,,Applied Data Science and Smart Systems,2024-01-01,SCOPUS_ID:85200198733,0,False
Harnessing Data Science for Debt Reduction: Insights from Structural Equation Modeling,Guadagnin C.A.,Procedia Computer Science,2024-01-01,SCOPUS_ID:85203350439,0,True
A Framework for Introductory Data Science Experiences for Non-Computer Science Majors,Lowe R.Z.,"2024 IEEE Integrated STEM Education Conference, ISEC 2024",2024-01-01,SCOPUS_ID:85205555077,0,False
Comprehensive review of different artificial intelligence-based methods for credit risk assessment in data science,Amarnadh V.,Intelligent Decision Technologies,2023-11-20,SCOPUS_ID:85177806685,1,False
Deep and shallow data science for multi-scale optical neuroscience,Mishne G.,Progress in Biomedical Optics and Imaging - Proceedings of SPIE,2024-01-01,SCOPUS_ID:85194362296,0,True
Identifying Learning Preferences and Strategies in Health Data Science Courses: Systematic Review,Rohani N.,JMIR Medical Education,2024-01-01,SCOPUS_ID:85203658001,0,True
Statistical monitoring applied to data science in classification: continuous validation in predictive models,Bueno C.R.,Benchmarking,2024-01-01,SCOPUS_ID:85207188109,0,False
A Conceptual Framework for Mobility Data Science,Stocker A.,IEEE Access,2024-01-01,SCOPUS_ID:85201628832,0,True
"Biomedical Data Science, Artificial Intelligence, and Ethics: Navigating Challenges in the Face of Explosive Growth",Federico C.A.,Annual Review of Biomedical Data Science,2024-08-23,SCOPUS_ID:85199514949,2,False
Geographic data science: A manifesto,Arribas-Bel D.,A Research Agenda for Spatial Analysis,2024-05-03,SCOPUS_ID:85196937856,0,False
A mini-review on data science approaches in crop yield and disease detection,Valleggi L.,Frontiers in Agronomy,2024-01-01,SCOPUS_ID:85191033275,0,True
Assessing Chemical Engineering Students' Perspectives on Data Science and Its Integration in the Academic Curriculum: Implications for Industry Readiness,Bilgin B.,"ASEE Annual Conference and Exposition, Conference Proceedings",2024-06-23,SCOPUS_ID:85202074972,0,False
"The use of sentiment and emotion analysis and data science to assess the language of nutrition-, food- and cooking-related content on social media: A systematic scoping review",Molenaar A.,Nutrition Research Reviews,2024-06-01,SCOPUS_ID:85151812312,3,True
Developing an Instrument for Assessing Self-Efficacy Confidence in Data Science,Malallah S.,"ASEE Annual Conference and Exposition, Conference Proceedings",2024-06-23,SCOPUS_ID:85202023018,0,False
Advancing Social Justice through Data Science,Bartucz J.,SIGCSE 2024 - Proceedings of the 55th ACM Technical Symposium on Computer Science Education,2024-03-14,SCOPUS_ID:85189137291,0,False
DAPS diagrams for defining Data Science projects,de Mast J.,Journal of Big Data,2024-12-01,SCOPUS_ID:85190285610,0,True
Toward efficient data science: A comprehensive MLOps template for collaborative code development and automation,Godwin R.C.,SoftwareX,2024-05-01,SCOPUS_ID:85189747704,1,True
Designing Data Science Software for Social Care Organisations,Reinmund T.J.,Conference on Human Factors in Computing Systems - Proceedings,2023-04-19,SCOPUS_ID:85158155902,0,False
Data Science,Chauhan A.,Computational Science and Its Applications,2024-01-01,SCOPUS_ID:85179243416,0,False
Surgical Phase Duration in Robot-Assisted Partial Nephrectomy: A Surgical Data Science Exploration for Clinical Relevance,De Backer P.,Diagnostics,2023-11-01,SCOPUS_ID:85176424620,4,True
Data Science for the Promotion of Sustainability in Smart Water Distribution Systems,Di Grande S.,Communications in Computer and Information Science,2024-01-01,SCOPUS_ID:85204569703,1,False
Data Science Inscription of the Jyotirlingas!,Vuppalapati C.,Data Science Inscription of the Jyotirlingas!,2023-11-28,SCOPUS_ID:85183244920,1,False
The Role of Data Scientists in Modern Enterprises - Experience from Data Science Education,Mildenberger T.,SIGMOD Record,2023-08-10,SCOPUS_ID:85168795466,0,False
Data science for personalized nutrition harnessing big data for tailored dietary recommendations,Gami S.J.,Nutrition Controversies and Advances in Autoimmune Disease,2024-08-09,SCOPUS_ID:85203478419,0,False
Innovations in Public Health Services: Leveraging Data Science for Kidney Health Assessment,Soy A.,South Eastern European Journal of Public Health,2024-01-01,SCOPUS_ID:85204975927,0,True
"Correction to Is there a need for graduate-level programmes in health data science? A perspective from Pakistan (The Lancet Global Health (2023) 11(1) (e23–e25), (S2214109X22004594), (10.1016/S2214-109X(22)00459-4))",,The Lancet Global Health,2023-03-01,SCOPUS_ID:85150809592,0,True
The case for community-centered data science,Tofel-Grehl C.,Improving Equity in Data Science: Re-Imagining the Teaching and Learning of Data in K-16 Classrooms,2024-06-03,SCOPUS_ID:85193502206,0,False
Prediction and Scheduling System for Cayenne Pepper Planting Through Data Science Modeling Bali Saka Calendar,Wibawa I.D.A.A.A.,AIP Conference Proceedings,2024-10-18,SCOPUS_ID:85209200580,0,False
Data science through natural language with ChatGPT’s Code Interpreter,Ahn S.,Translational and Clinical Pharmacology,2024-06-01,SCOPUS_ID:85198397150,1,True
MoDaST 2024 - Proceedings of the Modern Data Science Technologies Workshop,,CEUR Workshop Proceedings,2024-01-01,SCOPUS_ID:85198937420,0,False
"Development, Validation, and Implementation of an Augmented Multiwell, Multitarget Quantitative PCR for the Analysis of Human Papillomavirus Genotyping through Software Automation, Data Science, and Artificial Intelligence",Pereira A.R.,Journal of Molecular Diagnostics,2024-09-01,SCOPUS_ID:85199943592,0,True
The data science discovery program: A model for data science consulting in higher education,Brown C.T.,Stat,2024-06-01,SCOPUS_ID:85190711927,0,False
Challenges and Opportunities for Data Science in Women's Health,Edwards T.L.,Annual Review of Biomedical Data Science,2023-08-10,SCOPUS_ID:85167843895,1,True
Data Science and Precision Oncology Nursing: Creating an Analytic Ecosystem to Support Personalized Supportive Care across the Trajectory of Illness,Keim-Malpass J.,Seminars in Oncology Nursing,2023-06-01,SCOPUS_ID:85158158867,3,False
Leveraging Geospatial Data Science to Uncover Novel Environmental Predictors of Cardiovascular Disease,Al-Kindi S.,JACC: Advances,2023-06-01,SCOPUS_ID:85180222015,3,True
"Thematic Editorial, It Is Hard To Imagine A World Without Algorithms and Data Science",Kamareddine F.,Computer Journal,2024-05-01,SCOPUS_ID:85196872931,0,False
Assessment of the relationship between central venous pressure waveform and the severity of tricuspid valve regurgitation using data science,Akabane S.,Scientific Reports,2024-12-01,SCOPUS_ID:85207210995,0,True
"Data science-centric design, discovery, and evaluation of novel synthetically accessible polyimides with desired dielectric constants",Yu M.,Chemical Science,2024-10-04,SCOPUS_ID:85206459844,0,True
An overview of the data science process and data analytics within organisations,Mohammed Jamil M.I.,Handbook of Research on AI and Knowledge Engineering for Real-Time Business Intelligence,2023-04-04,SCOPUS_ID:85162870506,0,False
"Towards Transparent, Reusable, and Customizable Data Science in Computational Notebooks",Choi F.,Conference on Human Factors in Computing Systems - Proceedings,2023-04-19,SCOPUS_ID:85158150353,3,False
Formally Verifying Data Science Systems with a Sound an Correct Formalism,Asteasuain F.,Communications in Computer and Information Science,2024-01-01,SCOPUS_ID:85199149960,0,False
Generalizing Self-organizing Maps: Large-Scale Training of GMMs and Applications in Data Science,Gepperth A.,Lecture Notes in Networks and Systems,2024-01-01,SCOPUS_ID:85202189559,0,False
Data Science and Machine Learning Applications in Subsurface Engineering,Otchere D.A.,Data Science and Machine Learning Applications in Subsurface Engineering,2024-01-01,SCOPUS_ID:85180030009,0,False
Empowering Nurses Through Data Literacy and Data Science Literacy: Insights from a State-of-the-Art Literature Review,Lee M.A.,Advances in Nursing Science,2024-01-01,SCOPUS_ID:85206283468,0,False
Envisioning and Realizing a Statewide Data Science Ecosystem,Schubert K.D.,"ASEE Annual Conference and Exposition, Conference Proceedings",2024-06-23,SCOPUS_ID:85202074011,0,False
Tell your story: Metrics of success for academic data science collaboration and consulting programs,Blake M.R.,Stat,2024-06-01,SCOPUS_ID:85194571754,0,True
