title,author,publicationName,cover_date,scopus_id,cited_by_count,open_access,eid,aggregationType,affiliations,link,abstract
"18th International Conference on Data Science and Artificial Intelligence, ICDSAI 2023",,Springer Proceedings in Mathematics and Statistics,2024-01-01,SCOPUS_ID:85194077126,0,False,2-s2.0-85194077126,Conference Proceeding,[],https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85194077126&origin=inward,Failed to fetch page (status 429)
From Concepts to Code: Introduction to Data Science,Tashman A.P.,From Concepts to Code: Introduction to Data Science,2024-01-01,SCOPUS_ID:85194026016,0,False,2-s2.0-85194026016,Book,"[{'name': 'University of Virginia', 'city': 'Charlottesville', 'country': 'United States'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85194026016&origin=inward,Failed to fetch page (status 429)
Integrating data science and neuroscience in developmental psychopathology: Formative examples and future directions,Hanson J.L.,Development and Psychopathology,2024-01-01,SCOPUS_ID:85194002546,0,True,2-s2.0-85194002546,Journal,"[{'name': 'University of Pittsburgh', 'city': 'Pittsburgh', 'country': 'United States'}, {'name': 'University of Pittsburgh School of Medicine', 'city': 'Pittsburgh', 'country': 'United States'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85194002546&origin=inward,Failed to fetch page (status 429)
A Methodology for Constructing Patterns for the Management of Data Science Projects,Haertel C.,"International Conference on Enterprise Information Systems, ICEIS - Proceedings",2024-01-01,SCOPUS_ID:85193998072,0,False,2-s2.0-85193998072,Conference Proceeding,"[{'name': 'Otto-von-Guericke-Universität Magdeburg', 'city': 'Magdeburg', 'country': 'Germany'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85193998072&origin=inward,Failed to fetch page (status 429)
Applying Natural Language Processing in Healthcare Using Data Science,Sett S.,"2024 11th International Conference on Reliability, Infocom Technologies and Optimization (Trends and Future Directions), ICRITO 2024",2024-01-01,SCOPUS_ID:85193842978,1,False,2-s2.0-85193842978,Conference Proceeding,"[{'name': 'Amity University', 'city': 'Noida', 'country': 'India'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85193842978&origin=inward,Failed to fetch page (status 429)
Predicting Students Answers Using Data Science: An Experimental Study with Machine Learning,Abdullah M.,Lecture Notes in Networks and Systems,2024-01-01,SCOPUS_ID:85193637308,0,False,2-s2.0-85193637308,Book Series,"[{'name': 'Jordan University of Science and Technology', 'city': 'Irbid', 'country': 'Jordan'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85193637308&origin=inward,Failed to fetch page (status 429)
Housing Market Intelligence: Data Science for Rental Price Forecasting,Nirmala J.S.,"2024 3rd International Conference for Innovation in Technology, INOCON 2024",2024-01-01,SCOPUS_ID:85193619739,0,False,2-s2.0-85193619739,Conference Proceeding,"[{'name': 'Nitte Meenakshi Institute of Technology', 'city': 'Bengaluru', 'country': 'India'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85193619739&origin=inward,Failed to fetch page (status 429)
"Motivation, inclusivity, and realism should drive data science education",Savonen C.,F1000Research,2024-01-01,SCOPUS_ID:85193494798,1,True,2-s2.0-85193494798,Journal,"[{'name': 'Fred Hutchinson Cancer Center', 'city': 'Seattle', 'country': 'United States'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85193494798&origin=inward,Failed to fetch page (status 429)
Data Silences: How to Unsilence the Uncertainties in Data Science,Muller M.,"Proceedings of the 2024 SIAM International Conference on Data Mining, SDM 2024",2024-01-01,SCOPUS_ID:85193473525,0,False,2-s2.0-85193473525,Conference Proceeding,"[{'name': 'IBM Research', 'city': 'Yorktown Heights', 'country': 'United States'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85193473525&origin=inward,Failed to fetch page (status 429)
"Advancements in Artificial Intelligence and Data Science: Models, Applications, and Challenges",Safitra M.F.,Procedia Computer Science,2024-01-01,SCOPUS_ID:85193200342,0,True,2-s2.0-85193200342,Conference Proceeding,"[{'name': 'Telkom University', 'city': 'Bandung', 'country': 'Indonesia'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85193200342&origin=inward,Failed to fetch page (status 429)
"Special Section Guest Editorial: Integrating Remote Sensing, Machine Learning, and Data Science for Air Quality Management",Bai K.,Journal of Applied Remote Sensing,2024-01-01,SCOPUS_ID:85193041605,0,True,2-s2.0-85193041605,Journal,"[{'name': 'Key Laboratory of Geographic Information Science, Ministry of Education', 'city': 'Shanghai', 'country': 'China'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85193041605&origin=inward,Failed to fetch page (status 429)
Studying the Opportunities Provided by an Applied High School Mathematics Course: Explorations in Data Science,Boaler J.,Journal of Statistics and Data Science Education,2024-01-01,SCOPUS_ID:85192972197,0,True,2-s2.0-85192972197,Journal,"[{'name': 'Stanford Graduate School of Education', 'city': 'Stanford', 'country': 'United States'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85192972197&origin=inward,Failed to fetch page (status 429)
How Can Data Science Contribute to Understanding the Khipu Code?,Medrano M.,Latin American Antiquity,2024-01-01,SCOPUS_ID:85192806372,2,False,2-s2.0-85192806372,Journal,"[{'name': 'Harvard University', 'city': 'Cambridge', 'country': 'United States'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85192806372&origin=inward,Failed to fetch page (status 429)
Data Skills for Everyone! (?)–An Approach to Assessing the Integration of Data Literacy and Data Science Competencies in Higher Education,Coners A.,Journal of Statistics and Data Science Education,2024-01-01,SCOPUS_ID:85192791398,1,True,2-s2.0-85192791398,Journal,"[{'name': 'Fachhochschule Südwestfalen', 'city': 'Iserlohn', 'country': 'Germany'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85192791398&origin=inward,Failed to fetch page (status 429)
An Introduction to Spatial Data Science with GeoDa: Volume 1 - Exploring Spatial Data,Anselin L.,An Introduction to Spatial Data Science with GeoDa: Volume 1 - Exploring Spatial Data,2024-01-01,SCOPUS_ID:85192611964,4,False,2-s2.0-85192611964,Book,"[{'name': 'Center for Spatial Data Science', 'city': 'Chicago', 'country': 'United States'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85192611964&origin=inward,Failed to fetch page (status 429)
Interactive Data Science Hub with Chatbot,Gayathri S.,"2nd International Conference on Emerging Trends in Information Technology and Engineering, ic-ETITE 2024",2024-01-01,SCOPUS_ID:85192548215,0,False,2-s2.0-85192548215,Conference Proceeding,"[{'name': 'K.S.Rangasamy College of Technology', 'city': 'Tiruchengode', 'country': 'India'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85192548215&origin=inward,Failed to fetch page (status 429)
Data Science-Driven System Design with LSTM Neural Networks: A COVID-19 Perspective,Faris M.,"2024 23rd International Symposium INFOTEH-JAHORINA, INFOTEH 2024 - Proceedings",2024-01-01,SCOPUS_ID:85192200414,0,False,2-s2.0-85192200414,Conference Proceeding,"[{'name': 'Info Studio d.o.o.', 'city': 'Sarajevo', 'country': 'Bosnia and Herzegovina'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85192200414&origin=inward,Failed to fetch page (status 429)
Reimagining Data Science Methodology for Community Well-Being Through Intersectional Feminist Voices,Lahiri S.,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),2024-01-01,SCOPUS_ID:85192196870,0,False,2-s2.0-85192196870,Book Series,"[{'name': 'School of Information Studies', 'city': 'Syracuse', 'country': 'United States'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85192196870&origin=inward,Failed to fetch page (status 429)
Introducing Data Science to Spanish Speaker Students Using the TCLab Arduino Kit,Quinchuela L.,"EDUNINE 2024 - 8th IEEE World Engineering Education Conference: Empowering Engineering Education: Breaking Barriers through Research and Innovation, Proceedings",2024-01-01,SCOPUS_ID:85191963252,0,False,2-s2.0-85191963252,Conference Proceeding,"[{'name': 'Escuela Superior Politecnica del Litoral Ecuador', 'city': 'Guayaquil', 'country': 'Ecuador'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85191963252&origin=inward,Failed to fetch page (status 429)
Data Science as an Enabler: Integrating Business Intelligence (BI) Tools with Artificial Intelligence (AI) for an Ever Evolving Industry,Al-Jumah A.,"Society of Petroleum Engineers - SPE Conference at Oman Petroleum and Energy Show, OPES 2024",2024-01-01,SCOPUS_ID:85191750864,0,False,2-s2.0-85191750864,Conference Proceeding,"[{'name': 'Petroleum Development Oman', 'city': 'Muscat', 'country': 'Oman'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85191750864&origin=inward,Failed to fetch page (status 429)
"Data Science Fundamentals with R, Python, and Open Data",Cremonini M.,"Data Science Fundamentals with R, Python, and Open Data",2024-01-01,SCOPUS_ID:85191523728,0,False,2-s2.0-85191523728,Book,"[{'name': 'Università degli Studi di Milano', 'city': 'Milan', 'country': 'Italy'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85191523728&origin=inward,Failed to fetch page (status 429)
COVID-19 Detection and Pandemic Prevention System Using Data Science,Negi A.S.,Convergence of Blockchain and Internet of Things in Healthcare,2024-01-01,SCOPUS_ID:85191425989,1,False,2-s2.0-85191425989,Book,"[{'name': 'Galgotias College of Engineering &amp; Technology', 'city': 'Greater Noida', 'country': 'India'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85191425989&origin=inward,Failed to fetch page (status 429)
Utilizing Artificial Intelligence for Advance Data Science and Analysis,Sharma D.,"2024 2nd International Conference on Disruptive Technologies, ICDT 2024",2024-01-01,SCOPUS_ID:85191239193,0,False,2-s2.0-85191239193,Conference Proceeding,"[{'name': 'SRM Institute of Science and Technology', 'city': 'Kattankulathur', 'country': 'India'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85191239193&origin=inward,Failed to fetch page (status 429)
Datawindow: Python Library to Simplify the Data Science Process,Lawrence D.,"Proceedings - International Conference on Computing, Power, and Communication Technologies, IC2PCT 2024",2024-01-01,SCOPUS_ID:85191164474,0,False,2-s2.0-85191164474,Conference Proceeding,"[{'name': 'Sathyabama Institute of Science and Technology', 'city': 'Chennai', 'country': 'India'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85191164474&origin=inward,Failed to fetch page (status 429)
A mini-review on data science approaches in crop yield and disease detection,Valleggi L.,Frontiers in Agronomy,2024-01-01,SCOPUS_ID:85191033275,0,True,2-s2.0-85191033275,Journal,"[{'name': 'Università degli Studi di Firenze', 'city': 'Florence', 'country': 'Italy'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85191033275&origin=inward,Failed to fetch page (status 429)
Harnessing Data Science for Produced Water Estimation: Unleashing the Power of Data-Driven Techniques,Sumarto B.A.,"Society of Petroleum Engineers - SPE Water Lifecycle Management Conference and Exhibition, WLMC 2024",2024-01-01,SCOPUS_ID:85191014810,0,False,2-s2.0-85191014810,Conference Proceeding,"[{'name': 'Kuwait Oil Company', 'city': 'Al Ahmadi', 'country': 'Kuwait'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85191014810&origin=inward,Failed to fetch page (status 429)
Data Analytics and Data Science: Unlocking the Open Data Potential of Smart Cities,de Magalhães Santos L.G.,Lecture Notes in Business Information Processing,2024-01-01,SCOPUS_ID:85190438034,0,False,2-s2.0-85190438034,Book Series,"[{'name': 'United Nations University', 'city': 'Guimaraes', 'country': 'Portugal'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85190438034&origin=inward,Failed to fetch page (status 429)
Data Science and Machine Learning Applications in Technology and Energy Management,Zakizadeh M.,"2024 20th CSI International Symposium on Artificial Intelligence and Signal Processing, AISP 2024",2024-01-01,SCOPUS_ID:85190370546,0,False,2-s2.0-85190370546,Conference Proceeding,"[{'name': 'Islamic Azad University', 'city': 'Tehran', 'country': 'Iran'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85190370546&origin=inward,Failed to fetch page (status 429)
"Proceedings of the 14th International Conference on Cloud Computing, Data Science and Engineering, Confluence 2024",,"Proceedings of the 14th International Conference on Cloud Computing, Data Science and Engineering, Confluence 2024",2024-01-01,SCOPUS_ID:85190272923,0,False,2-s2.0-85190272923,Conference Proceeding,[],https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85190272923&origin=inward,Failed to fetch page (status 429)
The Development of Educational Competences for Romanian Students in the Context of the Evolution of Data Science and Artificial Intelligence.,Grădinaru G.I.,Amfiteatru Economic,2024-01-01,SCOPUS_ID:85190106394,1,False,2-s2.0-85190106394,Journal,"[{'name': 'Academia Româna', 'city': 'Bucharest', 'country': 'Romania'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85190106394&origin=inward,Failed to fetch page (status 429)
"International Conference on Artificial Intelligence, Computer, Data Sciences, and Applications, ACDSA 2024",,"International Conference on Artificial Intelligence, Computer, Data Sciences, and Applications, ACDSA 2024",2024-01-01,SCOPUS_ID:85189976526,0,False,2-s2.0-85189976526,Conference Proceeding,[],https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85189976526&origin=inward,Failed to fetch page (status 429)
Using Data Science to Optimize Business Decisions: Toward a Better Location of a New Business,Aldhahri A.,"2024 IEEE 4th International Conference on Power, Electronics and Computer Applications, ICPECA 2024",2024-01-01,SCOPUS_ID:85189976109,0,False,2-s2.0-85189976109,Conference Proceeding,"[{'name': 'Umm Al-Qura University', 'city': 'Makkah', 'country': 'Saudi Arabia'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85189976109&origin=inward,Failed to fetch page (status 429)
Screening Application for Possible Mental Health Issues in Adolescents and PWDs Using Data Science,Gunasundari S.,Lecture Notes in Networks and Systems,2024-01-01,SCOPUS_ID:85189760105,0,False,2-s2.0-85189760105,Book Series,"[{'name': 'Velammal Engineering College', 'city': 'Chennai', 'country': 'India'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85189760105&origin=inward,Failed to fetch page (status 429)
Data Science in Supporting Hotel Management: Application of Predictive Models to Booking.com Guest Evaluations,Martins A.F.,"Smart Innovation, Systems and Technologies",2024-01-01,SCOPUS_ID:85189614420,0,False,2-s2.0-85189614420,Book Series,"[{'name': 'Universidade de Aveiro', 'city': 'Aveiro', 'country': 'Portugal'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85189614420&origin=inward,Failed to fetch page (status 429)
